,cost,name,damage,text,id
1055,['F'],Fist of Focus,30,Attach an Energy card from your discard pile to this Pokemon.,68af81f2c4f780b5153e5ea8
1056,"['F', 'C', 'C', 'C']",Buster Swing,130,This attack's damage isn't affected by Resistance.,68af81f2c4f780b5153e5ea8
1057,['C'],Digging Claw,20,Discard the top card of your opponent's deck.,68af81f2c4f780b5153e5eab
1058,"['F', 'C']",Drill Smash,60+,"If you have any Metal Pokemon on your Bench, this attack does 80 more damage.",68af81f2c4f780b5153e5eab
1059,['F'],Mud-Slap,10,,68af81f2c4f780b5153e5eae
1060,"['F', 'C', 'C']",Mud Shot,80,,68af81f2c4f780b5153e5eb1
1061,['F'],Reversing Storm,130,You may switch this Pokemon with 1 of your Benched Pokemon.,68af81f2c4f780b5153e5eb4
1062,['C'],"Screech During your next turn, the Defending Pokemon takes 50 more damage from attacks",after applying Weakness and Resistance,.,68af81f2c4f780b5153e5eb7
1063,"['F', 'C']",Cutting Wind,50,,68af81f2c4f780b5153e5eb7
1064,"['F', 'C']",Bite,20,,68af81f2c4f780b5153e5eba
1065,['F'],Knock Flat,40,This attack's damage isn't affected by any effects on your opponent's Active Pokemon.,68af81f2c4f780b5153e5ebd
1066,"['F', 'C', 'C']",Guarded Rolling,120,"Discard 2 Energy from this Pokemon. During your opponent's next turn, this Pokemon takes 100 less damage from attacks (after applying Weakness and Resistance).",68af81f2c4f780b5153e5ebd
1067,['F'],Headbutt,20,,68af81f2c4f780b5153e5ec0
1068,"['F', 'C']",Smash Kick,40,,68af81f2c4f780b5153e5ec3
1069,"['F', 'C', 'C']",Blocking Stomp,90,"If the Defending Pokemon is a Basic Pokemon, it can't attack during your opponent's next turn.",68af81f2c4f780b5153e5ec3
1070,['F'],Tantrum,130,This Pokemon is now Confused.,68af81f2c4f780b5153e5ec6
1071,['F'],Sweep the Leg,30,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",68af81f2c4f780b5153e5ec9
1072,"['F', 'C']",Mega Punch,70,,68af81f2c4f780b5153e5ec9
1073,['C'],Dual Chop,10x,Flip 2 coins. This attack does 10 damage for each heads.,68af81f2c4f780b5153e5ecc
1074,"['C', 'C', 'C']",Tackle,50,,68af81f2c4f780b5153e5ecf
1075,"['P', 'P']",Moonblast,70,"During your opponent's next turn, attacks used by the Defending Pokemon do 30 less damage (before applying Weakness and Resistance).",68af81f2c4f780b5153e5ed2
1076,"['P', 'C']",Spiral Drain,60,Heal 30 damage from this Pokemon.,68af81f2c4f780b5153e5ed5
1077,['C'],Splashing Dodge,10,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.",68af81f2c4f780b5153e5ed8
1078,"['P', 'C']",Super Psy Bolt,50,,68af81f3c4f780b5153e5edb
1079,"['C', 'C']",Perplex,20,Your opponent's Active Pokemon is now Confused.,68af81f3c4f780b5153e5ede
1080,"['P', 'C', 'C']",Mental Crush,90+,"If your opponent's Active Pokemon is Confused, this attack does 90 more damage.",68af81f3c4f780b5153e5ede
1081,"['C', 'C', 'C']",Sand Tomb,160,"During your opponent's next turn, the Defending Pokemon can't retreat.",68af81f3c4f780b5153e5ee1
1082,"['C', 'C', 'C']",Sand Spray,50,,68af81f3c4f780b5153e5ee4
1083,"['P', 'C']",Dazzle Dance,20,Your opponent's Active Pokemon is now Confused.,68af81f3c4f780b5153e5ee7
1084,"['P', 'C']",Aurora Gain,30,Heal 30 damage from this Pokemon.,68af81f3c4f780b5153e5eea
1085,"['P', 'P', 'C']",Giga Impact,130,"During your next turn, this Pokemon can't attack.",68af81f3c4f780b5153e5eea
1086,['P'],Gnaw,30,,68af81f3c4f780b5153e5eed
1087,"['P', 'C', 'C']",Magical Charm,160,"During your opponent's next turn, attacks used by the Defending Pokemon do 100 less damage (before applying Weakness and Resistance).",68af81f3c4f780b5153e5ef0
1088,"['P', 'C', 'C']",Psyshot,80,,68af81f3c4f780b5153e5ef3
1089,"['P', 'C']",Psyshot,20,,68af81f3c4f780b5153e5ef6
1090,['P'],Law of the Underworld Put 6 damage counters on each Pokemon that has an Ability,both yours and your opponent's,.,68af81f3c4f780b5153e5ef9
1091,"['P', 'C', 'C']",Spooky Shot,100,,68af81f3c4f780b5153e5ef9
1092,['P'],Mumble,10,,68af81f3c4f780b5153e5efc
1093,"['P', 'C']",Petty Grudge,20,,68af81f3c4f780b5153e5efc
1094,"['P', 'C', 'C']",Psy Bolt,60,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",68af81f3c4f780b5153e5eff
1095,"['P', 'C']",Neurokinesis,10+,This attack does 10 more damage for each damage counter on all of your opponent's Pokemon.,68af81f3c4f780b5153e5f02
1096,"['P', 'P']",Guardian Burst,160,"If you don't have Uxie and Azelf on your Bench, this attack does nothing.",68af81f3c4f780b5153e5f05
1097,"['P', 'C']",Skill Dive This attack does 50 damage to 1 of your opponent's Pokemon.,Don't apply Weakness and Resistance for Benched Pokemon.,,68af81f3c4f780b5153e5f0b
1098,"['P', 'P', 'C']",Jet Headbutt,110,,68af81f3c4f780b5153e5f0b
1099,"['P', 'P', 'C']",Eon Blade,200,"During your next turn, this Pokemon can't attack.",68af81f3c4f780b5153e5f0e
1100,"['P', 'P', 'P', 'P']",Double-Edge,230,This Pokemon also does 50 damage to itself.,68af81f3c4f780b5153e5f14
1101,['P'],Rolling Tackle,20,,68af81f3c4f780b5153e5f17
1102,"['C', 'C', 'C']",Speed Wing,140,,68af81f3c4f780b5153e5f1a
1103,"['C', 'C']",Draining Kiss,30,Heal 30 damage from this Pokemon.,68af81f3c4f780b5153e5f1d
1104,"['C', 'C']",Pound,30,,68af81f3c4f780b5153e5f20
1105,"['L', 'C']",C.O.D.E.: Protect,40,"During your opponent's next turn, prevent all damage done to each of your Future Pokemon by attacks from Pokemon ex. If this Pokemon is no longer your Active Pokemon, this effect ends.",68af81f3c4f780b5153e5f23
1106,"['L', 'C', 'C']",Thunder Claws,100,,68af81f3c4f780b5153e5f23
1107,"['C', 'C']",Thunder Lance,40+,This attack does 40 more damage for each Lightning Energy attached to this Pokemon.,68af81f3c4f780b5153e5f26
1108,"['C', 'C']",Glide,50,,68af81f4c4f780b5153e5f29
1109,"['L', 'L', 'C']",Storm Bolt,160,Move all Energy from this Pokemon to your Benched Pokemon in any way you like.,68af81f4c4f780b5153e5f29
1110,['L'],Aerial Ace,10+,"Flip a coin. If heads, this attack does 20 more damage.",68af81f4c4f780b5153e5f2c
1111,"['L', 'L', 'C']",Prize Count,90+,"If you have more Prize cards remaining than your opponent, this attack does 90 more damage.",68af81f4c4f780b5153e5f2f
1112,"['L', 'C']",Paralyzing Crackle,50,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed, and discard an Energy from that Pokemon.",68af81f4c4f780b5153e5f32
1113,['L'],Kick,30,,68af81f4c4f780b5153e5f35
1114,"['L', 'L', 'C']",Mach Bolt,120,,68af81f4c4f780b5153e5f35
1115,"['L', 'C']",Static Shock,20,,68af81f4c4f780b5153e5f38
1116,['L'],Energy Short,20x,This attack does 20 damage for each Energy attached to your opponent's Active Pokemon.,68af81f4c4f780b5153e5f3b
1117,"['L', 'C', 'C']",Mighty Magnetism,80,"Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.",68af81f4c4f780b5153e5f3e
1118,"['L', 'C', 'C', 'C']",Zap Cannon,180,"During your next turn, this Pokemon can't use Zap Cannon.",68af81f4c4f780b5153e5f3e
1119,"['L', 'C']",Electric Ball,40,,68af81f4c4f780b5153e5f41
1120,['L'],Lightning Ball,20,,68af81f4c4f780b5153e5f44
1121,"['G', 'L', 'M']",Topaz Bolt,300,Discard 3 Energy from this Pokemon.,68af81f4c4f780b5153e5f47
1122,"['W', 'W', 'C']",Icicle Loop,120,Put an Energy attached to this Pokemon into your hand.,68af81f4c4f780b5153e5f4a
1123,"['W', 'W', 'C']",Gusting Collision,200-,This attack does 50 less damage for each Retreat Cost.,68af81f4c4f780b5153e5f4d
1124,"['W', 'C', 'C', 'C']",Dangerous Mouth,150,,68af81f4c4f780b5153e5f50
1125,"['W', 'C']",Draining Fin,20,Heal 20 damage from this Pokemon.,68af81f4c4f780b5153e5f53
1126,"['W', 'C']",Hydro Splash,120,,68af81f4c4f780b5153e5f56
1127,['W'],Aqua Edge,40,,68af81f4c4f780b5153e5f59
1128,['W'],Aerial Ace,10+,"Flip a coin. If heads, this attack does 20 more damage.",68af81f4c4f780b5153e5f5c
1129,"['W', 'C']",Big Bite,50,"During your opponent's next turn, the Defending Pokemon can't retreat.",68af81f4c4f780b5153e5f5f
1130,"['C', 'C', 'C']",Ice Age,90,"If your opponent's Active Pokemon is a Dragon Pokemon, it is now Paralyzed.",68af81f4c4f780b5153e5f62
1131,"['W', 'W', 'C', 'C']",Black Frost,250,This Pokemon also does 30 damage to itself.,68af81f4c4f780b5153e5f62
1132,['W'],Ice Beam,30,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",68af81f4c4f780b5153e5f65
1133,"['C', 'C']",Sprinkle Water,30,,68af81f4c4f780b5153e5f68
1134,['W'],Frigid Fangs,60,"During your opponent's next turn, Pokemon that have 2 or fewer Energy attached can't attack. (This includes new Pokemon that come into play.)",68af81f4c4f780b5153e5f6b
1135,"['W', 'W']",Megaton Fall,170,This Pokemon also does 50 damage to itself.,68af81f4c4f780b5153e5f6b
1136,['W'],Lunge Out,30,,68af81f4c4f780b5153e5f6e
1137,"['W', 'W']",Ice Ball,60,,68af81f4c4f780b5153e5f6e
1138,['W'],Powder Snow,10,Your opponent's Active Pokemon is now Asleep.,68af81f4c4f780b5153e5f71
1139,"['W', 'C', 'C']",Hypno Splash,160,Your opponent's Active Pokemon is now Asleep.,68af81f4c4f780b5153e5f74
1140,['W'],Wave Splash,30,,68af81f5c4f780b5153e5f7a
1141,"['W', 'C']",Aqua Dive This attack does 50 damage to 1 of your opponent's Pokemon.,Don't apply Weakness or Resistance for Benched Pokemon.,,68af81f5c4f780b5153e5f7a
1142,"['C', 'C']",Upthrusting Horns,30,You may put 2 Energy attached to your opponent's Active Stage 2 Pokemon into their hand.,68af81f5c4f780b5153e5f7d
1143,"['W', 'W', 'C']",Jet Headbutt,100,,68af81f5c4f780b5153e5f7d
1144,['R'],Lunge Out,30,,68af81f5c4f780b5153e5f80
1145,"['R', 'R', 'C']",Blazing Charge,100+,"If your opponent has 4 or fewer Prize cards remaining, this attack does 70 more damage.",68af81f5c4f780b5153e5f80
1146,"['R', 'R']",Spicy Rage,10+,This attack does 70 more damage for each damage counter on this Pokemon.,68af81f5c4f780b5153e5f83
1147,['R'],Abyssal Flames,30+,This attack does 20 more damage for each Energy card in your discard pile.,68af81f5c4f780b5153e5f86
1148,"['R', 'P', 'M']",Raging Amethyst,280,Discard all Energy from this Pokemon.,68af81f5c4f780b5153e5f86
1149,"['R', 'R', 'C']",Black Blaze Slash,160,"During your next turn, this Pokemon can't attack.",68af81f5c4f780b5153e5f89
1150,"['C', 'C']",Combustion,50,,68af81f5c4f780b5153e5f8c
1151,"['R', 'R', 'C']","Crimson Blaster Discard all Fire Energy from this Pokemon, and this attack does 180 damage to 1 of your opponent's Benched Pokemon.",Don't apply Weakness and Resistance for Benched Pokemon.,,68af81f5c4f780b5153e5f8c
1152,['R'],Light Punch,10,,68af81f5c4f780b5153e5f8f
1153,"['R', 'R', 'C']",Flamethrower,70,Discard an Energy from this Pokemon.,68af81f5c4f780b5153e5f8f
1154,['R'],Will-O-Wisp,20,,68af81f5c4f780b5153e5f92
1155,"['R', 'C']",Torcherto,60+,This attack does 20 more damage for each Benched Pokemon (both yours and your opponent's).,68af81f5c4f780b5153e5f95
1156,"['R', 'C']",Heat Breath,30+,"Flip a coin. If heads, this attack does 50 more damage.",68af81f5c4f780b5153e5f98
1157,"['R', 'C']",Heat Burn,20,Your opponent's Active Pokemon is now Burned.,68af81f5c4f780b5153e5f9b
1158,['R'],Billowing Heat Wave,130,This attack also does 30 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),68af81f5c4f780b5153e5f9e
1159,"['C', 'C', 'C']",Heat Blast,80,,68af81f5c4f780b5153e5f9e
1160,['R'],Live Coal,10,,68af81f5c4f780b5153e5fa1
1161,"['C', 'C', 'C']",Hook,30,,68af81f5c4f780b5153e5fa1
1162,['R'],Fireworks,30,Discard an Energy from this Pokemon.,68af81f5c4f780b5153e5fa4
1163,['C'],Leech Life,30,Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.,68af81f5c4f780b5153e5fa7
1164,"['R', 'C', 'C']",Turbulent Wings,150,This Pokemon also does 50 damage to itself.,68af81f5c4f780b5153e5fa7
1165,['C'],Ram,10,,68af81f5c4f780b5153e5faa
1166,"['R', 'C']",Steady Firebreathing,20,,68af81f5c4f780b5153e5faa
1167,['R'],Double Smash,70x,Flip 2 coins. This attack does 70 damage for each heads.,68af81f5c4f780b5153e5fad
1168,['R'],Combustion,20,,68af81f5c4f780b5153e5fb0
1169,"['R', 'C']",Flare,30,,68af81f5c4f780b5153e5fb3
1170,"['R', 'C']",Sunny Assist,50,Move all Energy from this Pokemon to 1 of your Benched Pokemon.,68af81f5c4f780b5153e5fb6
1171,"['R', 'C']",Flap,50,,68af81f5c4f780b5153e5fb9
1172,"['R', 'R', 'C']",Shining Blaze,100+,"If you have any Tera Pokemon on your Bench, this attack does 100 more damage.",68af81f5c4f780b5153e5fb9
1173,['R'],Rear Kick,30,,68af81f5c4f780b5153e5fbc
1174,"['R', 'C', 'C']",Spirited Tackle,90+,"If your opponent's Active Pokemon is a Stage 1 Pokemon, this attack does 90 more damage.",68af81f5c4f780b5153e5fbc
1175,['R'],Fire Soul,50,This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.),68af81f5c4f780b5153e5fbf
1176,['R'],Take Down,30,This Pokemon also does 10 damage to itself.,68af81f5c4f780b5153e5fc2
1177,"['G', 'C']",Hazardous Greed,20,"If there are 3 or fewer cards in your deck, this attack also does 120 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)",68af81f5c4f780b5153e5fc5
1178,"['G', 'G', 'C']",Entangling Whip,130,Discard the top 3 cards of your deck.,68af81f5c4f780b5153e5fc5
1179,['G'],Counterturn,40+,"If there are 3 or fewer cards in your deck, this attack does 200 more damage.",68af81f6c4f780b5153e5fc8
1180,['G'],Rollout,10,,68af81f6c4f780b5153e5fcb
1181,"['C', 'C']",Headbutt Bounce,20,,68af81f6c4f780b5153e5fce
1182,['G'],Leaf Drain,20,Heal 20 damage from this Pokemon.,68af81f6c4f780b5153e5fd1
1183,"['G', 'G', 'C']",Jungle Whip,80+,You may put all Energy attached to this Pokemon into your hand to have this attack do 80 more damage.,68af81f6c4f780b5153e5fd1
1184,"['G', 'C', 'C']",Annihilating Anchor,80,"Before doing damage, discard all Pokemon Tools from your opponent's Active Pokemon.",68af81f6c4f780b5153e5fd4
1185,"['G', 'C']",Spiral Rush,60+,Flip a coin until you get tails. This attack does 30 more damage for each heads.,68af81f6c4f780b5153e5fd7
1186,['C'],Attach,10,,68af81f6c4f780b5153e5fda
1187,['G'],Cutting Wind,90,,68af81f6c4f780b5153e5fdd
1188,['G'],Tackle,30,,68af81f6c4f780b5153e5fe0
1189,"['G', 'C', 'C']",Vengeful Crush,120+,This attack does 30 more damage for each Prize card your opponent has taken.,68af81f6c4f780b5153e5fe6
1190,['G'],Barrage O'Clock,60x,Flip a coin for each Energy attached to both Active Pokemon. This attack does 60 damage for each heads.,68af81f6c4f780b5153e5fe9
1191,['C'],Absorb,10,Heal 10 damage from this Pokemon.,68af81f6c4f780b5153e5fec
1192,"['D', 'D']",Irritated Outburst,60x,This attack does 60 damage for each Prize card your opponent has taken.,68b2ea29b594c9577ba43704
1193,"['D', 'D']",Irritated Outburst,60x,This attack does 60 damage for each Prize card your opponent has taken.,68b2ea29b594c9577ba4370a
1194,"['C', 'C', 'C']",Cruel Arrow This attack does 100 damage to 1 of your opponent's Pokemon. '',Don't apply Weakness and Resistance for Benched Pokemon.,'',68b2ea29b594c9577ba4370d
1195,"['D', 'D', 'C']",Dirty Headbutt,190,"During your next turn, this Pokemon can't use Dirty Headbutt.",68b2ea29b594c9577ba43710
1196,"['D', 'D', 'C']",Chain-Crazed,130+,"If this Pokemon is Poisoned, this attack does 130 more damage.",68b2ea29b594c9577ba43713
1197,"['D', 'D']",Irritated Outburst,60x,This attack does 60 damage for each Prize card your opponent has taken.,68b2ea29b594c9577ba43722
1198,"['C', 'C', 'C']",Cruel Arrow This attack does 100 damage to 1 of your opponent's Pokemon. '',Don't apply Weakness and Resistance for Benched Pokemon.,'',68b2ea2ab594c9577ba43725
1199,"['D', 'D', 'C']",Dirty Headbutt,190,"During your next turn, this Pokemon can't use Dirty Headbutt.",68b2ea2ab594c9577ba43728
1200,"['D', 'D', 'C']",Chain-Crazed,130+,"If this Pokemon is Poisoned, this attack does 130 more damage.",68b2ea2ab594c9577ba4372b
1201,['M'],Accelerator Flash,20+,"If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 120 more damage.",68b2ea2ab594c9577ba4372e
1202,"['M', 'M', 'M']",Shattering Speed,250,Discard this Pokemon and all attached cards.,68b2ea2ab594c9577ba4372e
1203,"['C', 'C']",Hydro Pump,50+,This attack does 50 more damage for each Water Energy attached to this Pokemon.,68b2ea2ab594c9577ba43731
1204,['C'],Power Charger,30,"Search your deck for a Basic Energy card and attach it to this Pokemon. Then, shuffle your deck.",68b2ea2ab594c9577ba43734
1205,"['C', 'C', 'C']",Hammer In,130,,68b2ea2ab594c9577ba43734
1206,"['C', 'C']",Fury Swipes,50x,Flip 3 coins. This attack does 50 damage for each heads.,68b2ea2ab594c9577ba43737
1207,"['C', 'C', 'C']",Slashing Claw,100,,68b2ea2ab594c9577ba43737
1208,"['F', 'M']",Dragon Pulse,80,Discard the top card of your deck.,68b2ea2ab594c9577ba4373a
1209,"['M', 'C']",Tackle,30,,68b2ea2ab594c9577ba4373d
1210,"['M', 'M', 'C']",Confront,70,,68b2ea2ab594c9577ba4373d
1211,['C'],Stampede,10,,68b2ea2ab594c9577ba43740
1212,"['D', 'C']",Double Scratch,20x,Flip 2 coins. This attack does 20 damage for each heads.,68b2ea2ab594c9577ba43740
1213,"['F', 'F']",Good Punch,70,,68b2ea2ab594c9577ba43743
1214,['P'],Energy Feather,30x,This attack does 30 damage for each Energy attached to this Pokemon.,68b2ea2ab594c9577ba43746
1215,"['P', 'C']",Mind Bend,60,Your opponent's Active Pokemon is now Confused.,68b2ea2ab594c9577ba43749
1216,"['P', 'P', 'P']",Crescent Purge,80+,"You may turn 1 of your face-down Prize cards face up. If you do, this attack does 80 more damage. (That Prize card remains face up for the rest of the game.)",68b2ea2ab594c9577ba4374c
1217,"['P', 'P', 'C']",Shadow Bind,150,"During your opponent's next turn, the Defending Pokemon can't retreat.",68b2ea2ab594c9577ba4374f
1218,"['P', 'P']",Will-O-Wisp,50,,68b2ea2ab594c9577ba43752
1219,"['P', 'P']",Mumble,30,,68b2ea2ab594c9577ba43755
1220,"['C', 'C']",Razor Fin,20,,68b2ea2ab594c9577ba43758
1221,"['C', 'C']",Bite,50,,68b2ea2ab594c9577ba4375b
1222,"['R', 'C', 'C']",Snarl,100,"During your opponent's next turn, attacks used by the Defending Pokemon do 100 less damage (before applying Weakness and Resistance)''.",68b2ea2ab594c9577ba4375b
1223,"['G', 'G', 'C', 'C']",Wood Hammer,220,This Pokemon also does 30 damage to itself.,68b2ea2ab594c9577ba4375e
1224,['C'],Power Charger,30,"Search your deck for a Basic Energy card and attach it to this Pokemon. Then, shuffle your deck.",68b2ea2bb594c9577ba43782
1225,"['C', 'C', 'C']",Hammer In,130,,68b2ea2bb594c9577ba43782
1226,['C'],Take Down,30,This Pokemon also does 10 damage to itself.,68b2ea2bb594c9577ba43785
1227,['C'],Energy Assist,30,Attach a Basic Energy card from your discard pile to 1 of your Benched Pokemon.,68b2ea2bb594c9577ba43788
1228,"['C', 'C']",Headbutt,20,,68b2ea2bb594c9577ba4378b
